position			Title			Directors			IMDb_Rating			Year			actor/actress1			actor/actress2			actor/actress3			actor/actress4			box_office			budget
269			Scott_Pilgrim_vs._the_World			Edgar_Wright			7.5			2010			Michael_Cera			Mary_Elizabeth_Winstead			Kieran_Culkin			Alison_Pill			47664559			60000000
271			Animal_Kingdom			David_MichÃ´d			7.3			2010			James_Frecheville			Guy_Pearce			Joel_Edgerton			Bryce_Lindemann			8078683			4200000
272			The_Hudsucker_Proxy			Joel_Coen			7.3			1994			Tim_Robbins			Paul_Newman			Jennifer_Jason_Leigh			Charles_Durning			2816518			30000000
273			Jerry_Maguire			Cameron_Crowe			7.3			1996			Tom_Cruise			Cuba_Gooding_Jr.			Ren¨¦e_Zellweger			Kelly_Preston			273552592			50000000
274			Speed			Jan_de_Bont			7.2			1994			Keanu_Reeves			Dennis_Hopper			Sandra_Bullock			Joe_Morton			350448145			25000000
276			Point_Break			Kathryn_Bigelow			7.2			1991			Patrick_Swayze			Keanu_Reeves			Gary_Busey			Lori_Petty			97000000			24000000
277			Zombieland			Ruben_Fleischer			7.7			2009			Jesse_Eisenberg			Emma_Stone			Woody_Harrelson			Abigail_Breslin			102391540			23600000
278			American:_The_Bill_Hicks_Story			Matt_Harlock			7.8			2009			Bill_Hicks			Dwight_Slade			Mary_Hicks			Steve_Hicks			200000			100000
279			Crash			Paul_Haggis			7.9			2004			Don_Cheadle			Sandra_Bullock			Thandie_Newton			Karina_Arroyave			98410061			6500000
281			True_Grit			Ethan_Coen			7.7			2010			Jeff_Bridges			Matt_Damon			Hailee_Steinfeld			Josh_Brolin			252276927			38000000
282			A_Bronx_Tale			Robert_De_Niro			7.8			1993			Robert_De_Niro			Chazz_Palminteri			Lillo_Brancato			Francis_Capra			17266971			22000000
283			LÃ¥t_den_rÃ¤tte_komma_in			Tomas_Alfredson			8			2008			K?re_Hedebrant			Lina_Leandersson			Per_Ragnar			Henrik_Dahl			7282007			4000000
284			As_Good_as_It_Gets			James_L._Brooks			7.8			1997			Jack_Nicholson			Helen_Hunt			Greg_Kinnear			Cuba_Gooding_Jr.			314178011			50000000
286			A_Serious_Man			Ethan_Coen			7			2009			Michael_Stuhlbarg			Richard_Kind			Sari_Lennick			Fred_Melamed			31430334			7000000
288			The_Wrestler			Darren_Aronofsky			7.9			2008			Mickey_Rourke			Marisa_Tomei			Evan_Rachel_Wood			Mark_Margolis			44703995			6000000
289			Titanic			James_Cameron			7.7			1997			Leonardo_DiCaprio			Kate_Winslet			Billy_Zane			Kathy_Bates			2186772302			200000000
290			Finding_Nemo			Andrew_Stanton			8.2			2003			Albert_Brooks			Albert_Brooks			Alexander_Gould			Willem_Dafoe			936743261			94000000
291			The_Fugitive			Andrew_Davis			7.8			1993			Harrison_Ford			Tommy_Lee_Jones			Sela_Ward			Julianne_Moore			368875760			40000000
296			Fantastic_Mr._Fox			Wes_Anderson			7.8			2009			George_Clooney			Meryl_Streep			Bill_Murray			Jason_Schwartzman			46471023			40000000
297			The_Mist			Frank_Darabont			7.2			2007			Thomas_Jane			Marcia_Gay_Harden			Laurie_Holden			Andre_Braugher			57293715			18000000
299			Rise_of_the_Planet_of_the_Apes			Rupert_Wyatt			7.6			2011			James_Franco			Andy_Serkis			Freida_Pinto			Karin_Konoval			468969479			93000000
300			Moneyball			Bennett_Miller			7.6			2011			Brad_Pitt			Robin_Wright			Jonah_Hill			Philip_Seymour_Hoffman			110206216			50000000
301			Jackass_Number_Two			Jeff_Tremaine			7.1			2006			Johnny_Knoxville			Steve-O			Chris_Pontius			Bam_Margera			85000000			11500000
302			The_Fighter			David_O._Russell			7.9			2010			Mark_Wahlberg			Christian_Bale			Amy_Adams			Melissa_Leo			129190869			25000000
303			Mud			Jeff_Nichols			7.4			2012			Matthew_McConaughey			Tye_Sheridan			Jacob_Lofland			Sam_Shepard			21590086			20000000
304			Hodejegerne			Morten_Tyldum			7.6			2011			Aksel_Hennie			SynnÃ¸ve_Macody_Lund			Nikolaj_Coster-Waldau			Julie_R._lgaard			1196752			3490560
305			This_Is_the_End			Evan_Goldberg			6.7			2013			James_Franco			Jonah_Hill			Seth_Rogen			Jay_Baruchel			101470202			32000000
306			Gone_Girl			David_Fincher			8.2			2014			Ben_Affleck			Rosamund_Pike			Neil_Patrick_Harris			Tyler_Perry			369330363			61000000
307			Guardians_of_the_Galaxy			James_Gunn			8.1			2014			Chris_Pratt			Vin_Diesel			Bradley_Cooper			Zoe_Saldana			333130696			170000000
308			The_Raid_2:_Berandal			Gareth_Evans			8			2014			Iko_Uwais			Yayan_Ruhian			Arifin_Putra			Oka_Antara			2625803			4500000
309			Mad_Max:_Fury_Road			George_Miller			8.2			2015			Tom_Hardy			Charlize_Theron			Nicholas_Hoult			ZoÃ«_Kravitz			374736354			150000000
310			Capturing_the_Friedmans			Andrew_Jarecki			7.9			2003			Arnold_Friedman			Jesse_Friedman			David_Friedman			Elaine_Friedman			257718			200000
311			The_Curious_Case_of_Benjamin_Button			David_Fincher			7.8			2008			Brad_Pitt			Cate_Blanchett			Tilda_Swinton			Julia_Ormond			333932083			150000000
313			Sleepy_Hollow			Tim_Burton			7.4			1999			Johnny_Depp			Christina_Ricci			Miranda_Richardson			Michael_Gambon			206071502			100000000
315			Spider-Man_2			Sam_Raimi			7.3			2004			Tobey_Maguire			Kirsten_Dunst			Alfred_Molina			James_Franco			783766341			200000000
316			24_Hour_Party_People			Michael_Winterbottom			7.4			2002			Steve_Coogan			Lennie_James			John_Thomson			Paul_Popplewell			1130379			396337
317			The_Blair_Witch_Project			Daniel_Myrick			6.4			1999			Heather_Donahue			Michael_C._Williams			Joshua_Leonard			Bob_Griffin			248639099			60000
318			End_of_Watch			David_Ayer			7.7			2012			Jake_Gyllenhaal			Michael_PeÃ±a			Anna_Kendrick			America_Ferrera			53041274			7000000
319			WALLÂ¬E			Andrew_Stanton			8.4			2008			Ben_Burtt			Elissa_Knight			Jeff_Garlin			Fred_Willard			534767889			180000000
320			The_Imposter			Bart_Layton			7.5			2012			Adam_O'Brian			Anna_Ruben			Cathy_Dresbach			Alan_Teichman			892409			700000
322			X2			Bryan_Singer			7.5			2003			Patrick_Stewart			Hugh_Jackman			Halle_Berry			Ian_McKellen			407711549			110000000
323			Spider-Man			Sam_Raimi			7.3			2002			Tobey_Maguire			Kirsten_Dunst			Willem_Dafoe			James_Franco			821708551			139000000
324			The_Descent			Neil_Marshall			7.2			2005			Shauna_Macdonald			Natalie_Mendoza			Alex_Reid			Saskia_Mulder			57029609			3500000
326			Inside_Man			Spike_Lee			7.6			2006			Denzel_Washington			Clive_Owen			Jodie_Foster			Christopher_Plummer			184376254			45000000
327			Face/Off			John_Woo			7.3			1997			John_Travolta			Nicolas_Cage			Joan_Allen			Alessandro_Nivola			245676146			80000000
328			The_Lego_Movie			Phil_Lord			7.8			2014			Chris_Pratt			Will_Ferrell			Elizabeth_Banks			Will_Arnett			468760692			60000000
329			Batoru_rowaiaru			Kinji_Fukasaku			7.7			2000			Tatsuya_Fujiwara			Aki_Maeda			TarÃ´_Yamamoto			Takeshi_Kitano			367144			4500000
330			Mission:_Impossible_-_Ghost_Protocol			Brad_Bird			7.4			2011			Tom_Cruise			Jeremy_Renner			Simon_Pegg			Paula_Patton			637742169			145000000
331			Mission:_Impossible			Brian_De_Palma			7.1			1996			Tom_Cruise			Jon_Voight			Emmanuelle_BÃ©art			Henry_Czerny			457696359			80000000
332			Collateral			Michael_Mann			7.6			2004			Tom_Cruise			Jamie_Foxx			Jada_Pinkett_Smith			Mark_Ruffalo			217764291			65000000
333			Edge_of_Tomorrow			Doug_Liman			7.9			2014			Tom_Cruise			Emily_Blunt			Bill_Paxton			Brendan_Gleeson			369206256			178000000
334			Snowpiercer			Bong_Joon_Ho			7			2013			Chris_Evans			Jamie_Bell			Tilda_Swinton			Ed_Harris			86692355			39200000
335			Blade			Stephen_Norrington			7.1			1998			Wesley_Snipes			Stephen_Dorff			Kris_Kristofferson			N'Bushe_Wright			131183530			45000000
336			United_93			Paul_Greengrass			7.6			2006			David_Alan_Basche			Olivia_Thirlby			Liza_ColÃ³n-Zayas			J.J._Johnson			31471430			15000000
337			The_Artist			Michel_Hazanavicius			8			2011			Jean_Dujardin			BÃ©rÃ©nice_Bejo			John_Goodman			James_Cromwell			133432856			15000000
338			The_Crying_Game			Neil_Jordan			7.3			1992			Stephen_Rea			Jaye_Davidson			Forest_Whitaker			Miranda_Richardson			62549000			3434360
339			Grizzly_Man			Werner_Herzog			7.8			2005			Timothy_Treadwell			Amie_Huguenard			Werner_Herzog			Carol_Dexter			3174085			2500000
340			Starship_Troopers			Paul_Verhoeven			7.2			1997			Casper_Van_Dien			Denise_Richards			Dina_Meyer			Jake_Busey			121214377			100000000
341			Dig!			Ondi_Timoner			7.8			2004			Anton_Newcombe			Courtney_Taylor-Taylor			Joel_Gion			Matt_Hollywood			127067			100000
342			CachÂ¿			Michael_Haneke			7.3			2005			Daniel_Auteuil			Juliette_Binoche			Maurice_BÃ©nichou			Annie_Girardot			3634407			64000000
344			JÂªsan-nin_no_shikaku			Takashi_Miike			7.6			2010			KÃ´ji_Yakusho			Takayuki_Yamada			YÃ»suke_Iseya			Ikki_Sawamura			802524			6000000
345			Gone_Baby_Gone			Ben_Affleck			7.7			2007			Morgan_Freeman			Ed_Harris			Casey_Affleck			Michelle_Monaghan			20300218			19000000
346			Rango			Gore_Verbinski			7.3			2011			Johnny_Depp			Isla_Fisher			Timothy_Olyphant			Abigail_Breslin			245724603			135000000
347			Trois_couleurs:_Blanc			Krzysztof_Kieslowski			7.7			1994			Zbigniew_Zamachowski			Julie_Delpy			Janusz_Gajos			Jerzy_Stuhr			1464625			1000000
348			Murderball			Henry_Alex_Rubin			7.8			2005			Joe_Soares			Keith_Cavill			Mark_Zupan			Joe_Bishop			1523883			1200000
349			Dogville			Lars_Von_Trier			8.1			2003			Nicole_Kidman			Paul_Bettany			Lauren_Bacall			Harriet_Andersson			8604712			12201000
351			Marley			Kevin_Macdonald			8			2012			Bob_Marley			Ziggy_Marley			Jimmy_Cliff			Lee_'Scratch'_Perry			1412124			262004
352			American_Splendor			Shari_Springer_Berman			7.5			2003			Paul_Giamatti			Shari_Springer_Berman			Harvey_Pekar			Chris_Ambrose			6003587			5000000
353			Changeling			Clint_Eastwood			7.8			2008			Angelina_Jolie			Colm_Feore			Amy_Ryan			Gattlin_Griffith			113020256			55000000
354			Braveheart			Mel_Gibson			8.4			1995			Mel_Gibson			Sophie_Marceau			Patrick_McGoohan			Angus_Macfadyen			210409945			72000000
355			The_Fisher_King			Terry_Gilliam			7.6			1991			Jeff_Bridges			Robin_Williams			Adam_Bryant			Paul_Lombardi			41895491			24000000
356			Wild_at_Heart			David_Lynch			7.3			1990			Nicolas_Cage			Laura_Dern			Willem_Dafoe			J.E._Freeman			14560247			9500000
357			Control			Anton_Corbijn			7.8			2007			Sam_Riley			Samantha_Morton			Craig_Parkinson			Alexandra_Maria_Lara			7824260			4937850
358			In_the_Loop			Armando_Iannucci			7.5			2009			Tom_Hollander			Peter_Capaldi			James_Gandolfini			Harry_Hadden-Paton			2384044			914808
359			Cop_Land			James_Mangold			6.9			1997			Sylvester_Stallone			Harvey_Keitel			Ray_Liotta			Robert_De_Niro			44886089			10000000
360			Oldeuboi			Chan-wook_Park			8.4			2003			Min-sik_Choi			Ji-tae_Yu			Hye-jeong_Kang			Dae-han_Ji			14980005			3000000
361			Black_Swan			Darren_Aronofsky			8			2010			Natalie_Portman			Mila_Kunis			Vincent_Cassel			Winona_Ryder			329398046			13000000
362			Salinui_chueok			Joon_Ho_Bong			8.1			2003			Kang-ho_Song			Sang-kyung_Kim			Roe-ha_Kim			Jae-ho_Song			14131			2800000
364			Argo			Ben_Affleck			7.8			2012			Ben_Affleck			Bryan_Cranston			John_Goodman			Alan_Arkin			232325503			44500000
365			Dawn_of_the_Planet_of_the_Apes			Matt_Reeves			7.6			2014			Gary_Oldman			Keri_Russell			Andy_Serkis			Kodi_Smit-McPhee			710644566			170000000
367			50/50			Jonathan_Levine			7.7			2011			Joseph_Gordon-Levitt			Seth_Rogen			Anna_Kendrick			Bryce_Dallas_Howard			39187783			8000000
368			Notting_Hill			Roger_Michell			7			1999			Hugh_Grant			Julia_Roberts			Richard_McCabe			Rhys_Ifans			363889678			42000000
369			The_Grand_Budapest_Hotel			Wes_Anderson			8.1			2014			Ralph_Fiennes			F._Murray_Abraham			Mathieu_Amalric			Adrien_Brody			174600318			25237900
370			The_Proposition			John_Hillcoat			7.5			2005			Ray_Winstone			Guy_Pearce			Emily_Watson			Richard_Wilson			1900725			2000000
371			Bernie			Richard_Linklater			6.8			2011			Jack_Black			Shirley_MacLaine			Matthew_McConaughey			Brady_Coleman			9203192			5000000
372			The_Aviator			Martin_Scorsese			7.5			2004			Leonardo_DiCaprio			Cate_Blanchett			Kate_Beckinsale			John_C._Reilly			213741459			110000000
373			Knuckle			Ian_Palmer			6.8			2011			James_Quinn_McDonagh			Paddy_Quinn_McDonagh			Michael_Quinn_McDonagh			Ian_Palmer			2647			50000
375			Holy_Motors			Leos_Carax			7.1			2012			Denis_Lavant			Edith_Scob			Eva_Mendes			Kylie_Minogue			4279470			4279470
376			Moonrise_Kingdom			Wes_Anderson			7.8			2012			Jared_Gilman			Kara_Hayward			Bruce_Willis			Bill_Murray			68263166			16000000
377			Capitalism:_A_Love_Story			Michael_Moore			7.4			2009			Michael_Moore			Thora_Birch			William_Black			Jimmy_Carter			14359793			10000000
378			Galaxy_Quest			Dean_Parisot			7.3			1999			Tim_Allen			Sigourney_Weaver			Alan_Rickman			Tony_Shalhoub			90683916			45000000
379			A_Room_for_Romeo_Brass			Shane_Meadows			7.7			1999			Martin_Arrowsmith			Dave_Blant			Darren_Campbell			Paddy_Considine			18434			20000
381			L'instinct_de_mort			Jean-Franois_Richet			7.6			2008			Vincent_Cassel			CÃ©cile_De_France			GÃ©rard_Depardieu			Gilles_Lellouche			550870			400000
383			Michael_Clayton			Tony_Gilroy			7.3			2007			George_Clooney			Tilda_Swinton			Tom_Wilkinson			Michael_O'Keefe			92991835			25000000
384			The_Fifth_Element			Luc_Besson			7.7			1997			Bruce_Willis			Milla_Jovovich			Gary_Oldman			Ian_Holm			263920180			93000000
385			Insomnia			Christopher_Nolan			7.2			2002			Al_Pacino			Robin_Williams			Hilary_Swank			Martin_Donovan			113714830			46000000
386			Shaun_of_the_Dead			Edgar_Wright			8			2004			Simon_Pegg			Nick_Frost			Kate_Ashfield			Lucy_Davis			30039392			5972800
388			El_secreto_de_sus_ojos			Juan_JosÂ¿Campanella			8.2			2009			Ricardo_DarÃ­n			_Soledad_Villamil			Pablo_Rago			Carla_Quevedo			33965843			2000000
392			Training_Day			Antoine_Fuqua			7.7			2001			Denzel_Washington			Ethan_Hawke			Scott_Glenn			Tom_Berenger			104876233			45000000
393			The_Wind_That_Shakes_the_Barley			Ken_Loach			7.5			2006			Cillian_Murphy			Padraic_Delaney			Liam_Cunningham			Orla_Fitzgerald			22889018			10000000
394			Cemetery_Junction			Ricky_Gervais			6.9			2010			Christian_Cooke			Felicity_Jones			Tom_Hughes			Jack_Doolan			1984465			1000000
395			Before_the_Devil_Knows_You're_Dead			Sidney_Lumet			7.3			2007			Philip_Seymour_Hoffman			Ethan_Hawke			Albert_Finney			Marisa_Tomei			18000000			18000000
397			8_Mile			Curtis_Hanson			7			2002			Eminem			Brittany_Murphy			Kim_Basinger			Mekhi_Phifer			242875078			41000000
398			The_Incredibles			Brad_Bird			8			2004			Craig_T._Nelson			Samuel_L._Jackson			Holly_Hunter			Jason_Lee			631442092			92000000
400			Gangs_of_New_York			Martin_Scorsese			7.5			2002			Leonardo_DiCaprio			Cameron_Diaz			Daniel_Day-Lewis			Jim_Broadbent			193772504			97000000
401			Basic_Instinct			Paul_Verhoeven			6.9			1992			Michael_Douglas			Sharon_Stone			George_Dzundza			Jeanne_Tripplehorn			352700000			49000000
402			Winter's_Bone			Debra_Granik			7.2			2010			Jennifer_Lawrence			John_Hawkes			Garret_Dillahunt			Isaiah_Stone			13831503			2000000
403			Die_Hard_2			Renny_Harlin			7.1			1990			Bruce_Willis			William_Atherton			Bonnie_Bedelia			Reginald_VelJohnson			240031094			70000000
404			Affliction			Paul_Schrader			7			1997			Nick_Nolte			Sissy_Spacek			James_Coburn			Brigid_Tierney			6302154			6000000
406			American_Pie_2			J.B._Rogers			6.4			2001			Jason_Biggs			Seann_William_Scott			Shannon_Elizabeth			Alyson_Hannigan			287553595			30000000
407			Buffalo_Soldiers			Gregor_Jordan			6.9			2001			Joaquin_Phoenix			Anna_Paquin			Ed_Harris			Scott_Glenn			353743			15000000
410			Wolf_Creek			Greg_Mclean			6.3			2005			Nathan_Phillips			Cassandra_Magrath			Kestie_Morassi			John_Jarratt			16186348			1000000
411			Four_Lions			Chris_Morris			7.3			2010			Will_Adamsdale			Riz_Ahmed			Adeel_Akhtar			Arsher_Ali			301527			3733000
414			The_Insider			Michael_Mann			7.9			1999			Russell_Crowe			Al_Pacino			Christopher_Plummer			Diane_Venora			60289912			90000000
415			Home_Alone			Chris_Columbus			7.5			1990			Macaulay_Culkin			Joe_Pesci			Daniel_Stern			John_Heard			533800000			15000000
416			Dances_with_Wolves			Kevin_Costner			8			1990			Kevin_Costner			Mary_McDonnell			Graham_Greene			Rodney_A._Grant			424200000			19000000
417			25th_Hour			Spike_Lee			7.7			2002			Edward_Norton			Barry_Pepper			Philip_Seymour_Hoffman			Rosario_Dawson			13060843			15000000
420			Exit_Through_the_Gift_Shop			Banksy			8			2010			Banksy			Space_Invader			Mr._Brainwash			Debora_Guetta			7132689			5000000
421			Artificial_Intelligence:_AI			Steven_Spielberg			7.1			2001			Haley_Joel_Osment			Jude_Law			Frances_O'Connor			Sam_Robards			235927000			100000000
422			Total_Recall			Paul_Verhoeven			7.5			1990			Arnold_Schwarzenegger			Sharon_Stone			Michael_Ironside			Rachel_Ticotin			261299840			65000000
423			Side_Effects			Steven_Soderbergh			7.1			2013			Rooney_Mara			Channing_Tatum			Jude_Law			Catherine_Zeta-Jones			63372757			30000000
424			Killer_Joe			William_Friedkin			6.7			2011			Matthew_McConaughey			Emile_Hirsch			Juno_Temple			Thomas_Haden_Church			3665069			11000000
425			The_Queen_of_Versailles			Lauren_Greenfield			7.1			2012			Lorraine_Barrett			June_Downs			Phillip_Froehlich			Marissa_Gaspay			2401652			1000000
426			Taxi_to_the_Dark_Side			Alex_Gibney			7.8			2007			Alex_Gibney			Brian_Keith_Allen			Moazzam_Begg			Christopher_Beiring			274661			1000000
429			Blade_II			Guillermo_del_Toro			6.7			2002			Wesley_Snipes			Kris_Kristofferson			Ron_Perlman			Leonor_Varela			150145152			54000000
430			Leaving_Las_Vegas			Mike_Figgis			7.6			1995			Nicolas_Cage			Elisabeth_Shue			Julian_Sands			Richard_Lewis			31968347			3600000
432			Tinker_Tailor_Soldier_Spy			Tomas_Alfredson			7.1			2011			Gary_Oldman			Colin_Firth			Tom_Hardy			Mark_Strong			80630608			29864000
434			The_Spectacular_Now			James_Ponsoldt			7.2			2013			Miles_Teller			Shailene_Woodley			Kyle_Chandler			Jennifer_Jason_Leigh			6836909			2500000
437			American_Movie			Chris_Smith			7.9			1999			Mark_Borchardt			Mike_Schank			Tom_Schimmels			Monica_Borchardt			1160426			1000000
438			Trois_couleurs:_Bleu			Krzysztof_Kieslowski			8			1993			Juliette_Binoche			Zbigniew_Zamachowski			Julie_Delpy			Beno?t_R¨¦gent			1324974			500000
439			Monsters,_Inc.			Pete_Docter			8.1			2001			Billy_Crystal			John_Goodman			Mary_Gibbs			Steve_Buscemi			562816256			115000000
440			Life_of_Pi			Ang_Lee			8			2012			Suraj_Sharma			Irrfan_Khan			Adil_Hussain			Tabu			609016565			120000000
441			Good_Vibrations			Lisa_Barros_D'Sa			7.2			2012			Jodie_Whittaker			Liam_Cunningham			Dylan_Moran			Andrew_Simpson			13400			10000
446			Scent_of_a_Woman			Martin_Brest			8			1992			Al_Pacino			Chris_O'Donnell			James_Rebhorn			Gabrielle_Anwar			134895607			31000000
452			Kill_List			Ben_Wheatley			6.3			2011			Neil_Maskell			MyAnna_Buring			Harry_Simpson			Michael_Smiley			26297			746600
454			Mary_and_Max			Adam_Elliot			8.2			2009			Toni_Collette			Philip_Seymour_Hoffman			Eric_Bana			Barry_Humphries			113081			5966584
456			GoldenEye			Martin_Campbell			7.2			1995			Pierce_Brosnan			Sean_Bean			Izabella_Scorupco			Famke_Janssen			352194034			58000000
457			The_World's_End			Edgar_Wright			7			2013			Simon_Pegg			Nick_Frost			Martin_Freeman			Rosamund_Pike			46089287			28000000
458			Election			Alexander_Payne			7.3			1999			Matthew_Broderick			Reese_Witherspoon			Chris_Klein			Jessica_Campbell			14879556			8000000
461			The_Cabin_in_the_Woods			Drew_Goddard			7			2012			Kristen_Connolly			Chris_Hemsworth			Anna_Hutchison			Fran_Kranz			70768144			30000000
462			Silver_Linings_Playbook			David_O._Russell			7.8			2012			Bradley_Cooper			Jennifer_Lawrence			Robert_De_Niro			Jacki_Weaver			236412453			21000000
463			Rush			Ron_Howard			8.2			2013			Daniel_Br¨¹hl			Chris_Hemsworth			Olivia_Wilde			Alexandra_Maria_			90247624			38000000
464			Elf			Jon_Favreau			6.9			2003			Will_Ferrell			James_Caan			Bob_Newhart			Zooey_Deschanel			220443451			33000000
466			Gravity			Alfonso_CuarÃ³n			7.9			2013			Sandra_Bullock			George_Clooney			Ed_Harris			Orto_Ignatiussen			723192705			100000000
467			Her			Spike_Jonze			8			2013			Joaquin_Phoenix			Amy_Adams			Scarlett_Johansson			Rooney_Mara			47351251			23000000
468			Captain_Phillips			Paul_Greengrass			7.9			2013			Tom_Hanks			Barkhad_Abdi			Barkhad_Abdirahman			Catherine_Keener			218791811			55000000
469			Bound			The_Wachowski_Brothers			7.4			1996			Jennifer_Tilly			Gina_Gershon			Joe_Pantoliano			John_P._Ryan			3798532			4500000
470			Half_Nelson			Ryan_Fleck			7.3			2006			Ryan_Gosling			Anthony_Mackie			Shareeka_Epps			Jeff_Lima			2694973			700000
471			Munich			Steven_Spielberg			7.6			2005			Eric_Bana			Daniel_Craig			Marie-Jos¨¦e_Croze			Ciar¨¢n_Hinds			130358911			70000000
472			Traffic			Steven_Soderbergh			7.6			2000			Michael_Douglas			Benicio_Del_Toro			Catherine_Zeta-Jones			Jacob_Vargas			207515725			48000000
473			Nightcrawler			Dan_Gilroy			7.9			2014			Jake_Gyllenhaal			Rene_Russo			Bill_Paxton			Riz_Ahmed			38697217			8500000
474			X-Men:_Days_of_Future_Past			Bryan_Singer			8			2014			Patrick_Stewart			Ian_McKellen			Hugh_Jackman			James_McAvoy			748121534			200000000
475			Mistaken_for_Strangers			Tom_Berninger			7.3			2013			Tom_Berninger			Matt_Berninger			Bryce_Dessner			Bryan_Devendorf			137460			100000
476			The_Bad_Lieutenant:_Port_of_Call_-_New_Orleans			Werner_Herzog			6.7			2009			Nicolas_Cage			Eva_Mendes			Russell_M._Haeuser			Val_Kilmer			1697956			5000000
477			A_Bug's_Life			John_Lasseter			7.2			1998			Kevin_Spacey			Dave_Foley			Julia_Louis-Dreyfus			Hayden_Panettiere			363398565			120000000
478			Whiplash			Damien_Chazelle			8.5			2014			Miles_Teller			J.K._Simmons			Melissa_Benoist			Paul_Reiser			48982041			3300000
479			Shutter_Island			Martin_Scorsese			8.1			2010			Leonardo_DiCaprio			Emily_Mortimer			Mark_Ruffalo			Ben_Kingsley			294804195			80000000
480			Star_Wars:_The_Force_Awakens			J.J._Abrams			8.7			2015			Daisy_Ridley			John_Boyega			Oscar_Isaac			Domhnall_Gleeson			2633520			200000000
481			Lat_sau_san_taam			John_Woo			7.9			1992			Yun-Fat_Chow			Tony_Chiu_Wai_Leung			Teresa_Mo			Philip_Chan			2542725			4500000
482			The_Place_Beyond_the_Pines			Derek_Cianfrance			7.3			2012			Ryan_Gosling			Bradley_Cooper			Eva_Mendes			Craig_Van_Hook			21383298			15000000
483			Happy_Gilmore			Dennis_Dugan			7			1996			Adam_Sandler			Christopher_McDonald			Julie_Bowen			Frances_Bay			38624000			12000000
485			Wonder_Boys			Curtis_Hanson			7.4			2000			Michael_Douglas			Tobey_Maguire			Frances_McDormand			Robert_Downey_Jr.			8312406			35000000
486			War_of_the_Worlds			Steven_Spielberg			6.5			2005			Tom_Cruise			Dakota_Fanning			Tim_Robbins			Miranda_Otto			591745540			132000000
487			Four_Weddings_and_a_Funeral			Mike_Newell			7.1			1994			Hugh_Grant			Andie_MacDowell			James_Fleet			Simon_Callow			245700832			4500000
489			Nixon			Oliver_Stone			7.1			1995			Anthony_Hopkins			Joan_Allen			Powers_Boothe			Ed_Harris			34642684			50000000
490			Star_Wars:_Episode_III_-_Revenge_of_the_Sith			George_Lucas			7.7			2005			Hayden_Christensen			Natalie_Portman			Ewan_McGregor			Samuel_L._Jackson			848754768			113000000
491			Army_of_Darkness			Sam_Raimi			7.6			1992			Bruce_Campbell			Embeth_Davidtz			Marcus_Gilbert			Ian_Abercrombie			21502976			13000000
493			Catfish			Henry_Joost			7.1			2010			Yaniv_Schulman			Ariel_Schulman			Henry_Joost			Angela_Wesselman-Pierce			3234373			1000000
495			Boyz_n_the_Hood			John_Singleton			7.8			1991			Cuba_Gooding_Jr.			Laurence_Fishburne			Hudhail_Al-Amir			Lloyd_Avery_II			1031725			6000000
497			Barton_Fink			Joel_Coen			7.7			1991			John_Turturro			John_Goodman			Judy_Davis			Michael_Lerner			6153939			9000000
498			Crumb			Terry_Zwigoff			8			1994			Robert_Crumb			Aline_Kominsky			Charles_Crumb			Maxon_Crumb			3174695			1000000
502			Confessions_of_a_Dangerous_Mind			George_Clooney			7.1			2002			Sam_Rockwell			Drew_Barrymore			George_Clooney			Julia_Roberts			12537			29000000
503			Analyze_This			Harold_Ramis			6.7			1999			Robert_De_Niro			Billy_Crystal			Lisa_Kudrow			Chazz_Palminteri			35000000			30000000
504			Eyes_Wide_Shut			Stanley_Kubrick			7.3			1999			Tom_Cruise			Nicole_Kidman			Todd_Field			Sydney_Pollack			162091208			65000000
506			Wo_hu_cang_long			Ang_Lee			7.9			2000			Yun-Fat_Chow			Michelle_Yeoh			Ziyi_Zhang			Chen_Chang			213525736			15000000
509			The_Avengers			Joss_Whedon			8.1			2012			Robert_Downey_Jr.			Chris_Evans			Scarlett_Johansson			Jeremy_Renner			1519557910			220000000
510			You're_Next			Adam_Wingard			6.5			2011			Sharni_Vinson			Joe_Swanberg			AJ_Bowen			Nicholas_Tucci			18474268			7020196
512			Gattaca			Andrew_Niccol			7.8			1997			Ethan_Hawke			Uma_Thurman			Jude_Law			Gore_Vidal			12339633			36000000
513			Strange_Days			Kathryn_Bigelow			7.2			1995			Ralph_Fiennes			Angela_Bassett			Juliette_Lewis			Tom_Sizemore			7919000			42000000
514			The_Village			M._Night_Shyamalan			6.5			2004			Sigourney_Weaver			William_Hurt			Joaquin_Phoenix			Bryce_Dallas_Howard			256697520			60000000
515			The_Other_Guys			Adam_McKay			6.6			2010			Will_Ferrell			Mark_Wahlberg			Derek_Jeter			Eva_Mendes			170432927			100000000
516			L'ennemi_public_nÂ°1			Jean-FranÃ§ois_Richet			7.5			2008			Vincent_Cassel			Ludivine_Sagnier			Mathieu_Amalric			Samuel_Le_Bihan			275125			23225451
518			A_Simple_Plan			Sam_Raimi			7.5			1998			Bill_Paxton			Billy_Bob_Thornton			Bridget_Fonda			Brent_Briscoe			16311763			17000000
519			Sleepers			Barry_Levinson			7.5			1996			Robert_De_Niro			Kevin_Bacon			Brad_Pitt			Jason_Patric			165615285			44000000
